No.,시설물 명칭,시설물 일련번호,공사명,공사 대상 부재(또는 시설물),설계 예상시작일(yyyymmdd),설계 예상종료일(yyyymmdd),공사 예상 시작일(yyyymmdd),공사 예상종료일(yyyymmdd),공사금액(백만원),"첨부자료(설계도면, 설계내역서, 공정표 등)",비고
1,7145 뚝섬유원지역,BA060000228,조류유입 방지시설 설치공사,"고가 기둥(P1, P8, P19)주변 개구부",,,20200102,20201231,47300000,,
2,2-091 신설동역,BA060000054,화장실 확충,화장실 및 장애인 화장실,,,20200102,20201231,556600000,,
3,2-094 신답역,BA060000055,화장실 확충,화장실 및 장애인 화장실,,,20200102,20201231,556600000,,
4,2-095 용답역,BA060000056,화장실 확충,화장실 및 장애인 화장실,,,20200102,20201231,556600000,,
5,3-015 무악재역,BA060000067,화장실 확충,화장실 및 장애인 화장실,,,20200102,20201231,556600000,,
6,3-059 대청역,BA060000088,화장실 확충,화장실 및 장애인 화장실,,,20200102,20201231,556600000,,
7,4-11 노원역,BA060000096,승강장 지붕 개량(채광판 등),승강장 지붕,,,20200102,20201231,1939000000,,
8,1-002 서울역,BA060000001,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27690000,,
9,1-004 시청역,BA060000002,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27690000,,
10,1-006 종각역,BA060000003,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
11,1-008 종로3가역,BA060000004,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
12,1-010 종로5가역,BA060000005,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
13,1-012 동대문역,BA060000006,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
14,1-014 신설동역,BA060000007,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
15,1-016 제기동역,BA060000008,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
16,1-018 청량리역,BA060000009,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
17,1-020 동묘앞역,BA060000010,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
18,2-001 시청역(2),BA060000011,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
19,2-003 을지로입구역,BA060000012,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
20,2-005 을지로3가역,BA060000013,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
21,2-007 을지로4가역,BA060000014,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
22,2-009 동대문역사문화공원역,BA060000015,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
23,2-011 신당역,BA060000016,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
24,2-013 상왕십리역,BA060000017,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
25,2-015 왕십리역,BA060000018,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
26,2-017 한양대역,BA060000019,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
27,2-019 뚝섬역,BA060000020,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
28,2-021 성수역,BA060000021,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
29,2-023 건대입구역,BA060000022,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
30,2-025 구의역,BA060000023,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
31,2-027 강변역,BA060000024,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
32,2-030 잠실나루역,BA060000025,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
33,2-032 잠실역,BA060000026,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
34,2-034 잠실새내역(신천역),BA060000027,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
35,2-036 종합운동장역,BA060000028,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
36,2-038 삼성역,BA060000029,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
37,2-040 선릉역,BA060000030,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
38,2-042 역삼역,BA060000031,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
39,2-044 강남역,BA060000032,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
40,2-046 교대역,BA060000033,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
41,2-048 서초역,BA060000034,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
42,2-050 방배역,BA060000035,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
43,2-052 사당역,BA060000036,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
44,2-054 낙성대역,BA060000037,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
45,2-056 서울대입구역,BA060000038,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
46,2-058 봉천역,BA060000039,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
47,2-060 신림역,BA060000040,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
48,2-062 신대방역,BA060000041,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
49,2-064 구로디지털단지역,BA060000042,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
50,2-067 대림역,BA060000043,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
51,2-069 신도림역(2),BA060000044,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
52,2-071 문래역,BA060000045,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
53,2-073 영등포구청역,BA060000046,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
54,2-075 당산역,BA060000047,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
55,2-078 합정역,BA060000048,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
56,2-080 홍대입구역,BA060000049,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
57,2-082 신촌역,BA060000050,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
58,2-084 이대역,BA060000051,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
59,2-086 아현역,BA060000052,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
60,2-088 충정로역,BA060000053,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
61,2-091 신설동역(2),BA060000054,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
62,2-094 신답역,BA060000055,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
63,2-095 용답역,BA060000056,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
64,2-099 도림천역,BA060000057,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
65,2-102 양천구청역,BA060000058,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
66,2-104 신정네거리역,BA060000059,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
67,2-106 용두역,BA060000060,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
68,3-003 지축역,BA060000061,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
69,3-005 구파발역,BA060000062,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
70,3-007 연신내역,BA060000063,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
71,3-009 불광역,BA060000064,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
72,3-011 녹번역,BA060000065,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
73,3-013 홍제역,BA060000066,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
74,3-015 무악재역,BA060000067,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
75,3-017 독립문역,BA060000068,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
76,3-019 경복궁역,BA060000069,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
77,3-021 안국역,BA060000070,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
78,3-023 종로3가역(3),BA060000071,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
79,3-025 을지로3가역(3),BA060000072,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
80,3-029 동대입구역,BA060000073,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
81,3-031 약수역,BA060000074,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
82,3-033 금호역,BA060000075,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
83,3-035 옥수역,BA060000076,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
84,3-037 압구정역,BA060000077,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
85,3-039 신사역,BA060000078,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
86,3-041 잠원역,BA060000079,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
87,3-043 고속터미널역,BA060000080,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
88,3-045 교대역(3),BA060000081,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
89,3-047 남부터미널역,BA060000082,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
90,3-049 양재역,BA060000083,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
91,3-051 매봉역,BA060000084,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
92,3-053 도곡역,BA060000085,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
93,3-055 대치역,BA060000086,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
94,3-057 학여울역,BA060000087,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
95,3-059 대청역,BA060000088,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
96,3-061 일원역,BA060000089,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
97,3-063 수서역,BA060000090,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
98,3-066 가락시장역,BA060000091,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
99,3-068 경찰병원역,BA060000092,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
100,3-070 오금역,BA060000093,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
101,4-002 당고개역,BA060000094,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
102,4-004 상계역,BA060000095,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
103,4-006 노원역,BA060000096,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
104,4-008 창동역,BA060000098,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
105,4-012 쌍문역,BA060000097,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
106,4-014 수유역,BA060000099,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
107,4-016 미아역,BA060000100,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
108,4-018 미아사거리역,BA060000101,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
109,4-020 길음역,BA060000102,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
110,4-022 성신여대입구역,BA060000103,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
111,4-024 한성대입구역,BA060000104,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
112,4-026 혜화역,BA060000105,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
113,4-028 동대문역(4),BA060000106,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
114,4-030 동대문역사문화공원역(4),BA060000107,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
115,4-032 충무로역,BA060000108,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
116,4-034 명동역,BA060000109,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
117,4-036 회현역,BA060000110,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
118,4-038 서울역(4),BA060000111,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
119,4-040 숙대입구역,BA060000112,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
120,4-042 삼각지역,BA060000113,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
121,4-044 신용산역,BA060000114,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
122,4-046 이촌역,BA060000115,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
123,4-048 동작역,BA060000116,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
124,4-051 총신대입구역,BA060000117,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
125,4-053 사당역(4),BA060000118,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
126,4-055 남태령역,BA060000119,방향유도표지판 조명화 및 안내표지판 체계 개선,방향유도사인 및 각종 안내표지판,,,20200102,20241231,27590000,,
127,2-001 시청역(2),BA060000011,공기질 개선(석면),마감재,,,20200102,20211231,12965000000,,
128,2-001 시청역(2),BA060000011,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
129,2-003 을지로입구역,BA060000012,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
130,2-007 을지로4가역,BA060000014,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
131,2-009 동대문역사문화공원역,BA060000015,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
132,2-011 신당역,BA060000016,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
133,2-017 한양대역,BA060000019,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
134,2-019 뚝섬역,BA060000020,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
135,2-021 성수역,BA060000021,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
136,2-023 건대입구역,BA060000022,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
137,2-025 구의역,BA060000023,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
138,2-027 강변역,BA060000024,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
139,2-030 잠실나루역,BA060000025,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
140,2-032 잠실역,BA060000026,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
141,2-034 잠실새내역(신천역),BA060000027,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
142,2-038 삼성역,BA060000029,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
143,2-040 선릉역,BA060000030,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
144,2-042 역삼역,BA060000031,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
145,2-044 강남역,BA060000032,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
146,2-046 교대역,BA060000033,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
147,2-052 사당역,BA060000036,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
148,2-067 대림역,BA060000043,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
149,2-073 영등포구청역,BA060000046,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
150,2-075 당산역,BA060000047,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
151,2-078 합정역,BA060000048,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
152,2-080 홍대입구역,BA060000049,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
153,2-084 이대역,BA060000051,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
154,2-091 신설동역(2),BA060000054,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
155,2-095 용답역,BA060000056,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
156,2-086 아현역,BA060000052,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
157,2-088 충정로역,BA060000053,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
158,2-094 신답역,BA060000055,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
159,2-069 신도림역(2),BA060000044,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
160,3-009 불광역,BA060000064,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
161,3-011 녹번역,BA060000065,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
162,3-015 무악재역,BA060000067,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
163,3-023 종로3가역(3),BA060000071,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
164,3-025 을지로3가역(3),BA060000072,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
165,3-029 동대입구역,BA060000073,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
166,3-045 교대역(3),BA060000081,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
167,3-047 남부터미널역,BA060000082,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
168,3-049 양재역,BA060000083,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
169,3-055 대치역,BA060000086,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
170,3-061 일원역,BA060000089,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
171,3-007 연신내역,BA060000063,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
172,3-013 홍제역,BA060000066,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
173,3-033 금호역,BA060000075,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
174,3-035 옥수역,BA060000076,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
175,3-037 압구정역,BA060000077,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
176,3-039 신사역,BA060000078,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
177,3-041 잠원역,BA060000079,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
178,3-063 수서역,BA060000090,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
179,3-066 가락시장역,BA060000091,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
180,3-068 경찰병원역,BA060000092,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
181,3-070 오금역,BA060000093,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
182,4-002 당고개역,BA060000094,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
183,4-008 창동역,BA060000098,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
184,4-012 쌍문역,BA060000097,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
185,4-014 수유역,BA060000099,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
186,4-016 미아역,BA060000100,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
187,4-020 길음역,BA060000102,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
188,4-028 동대문역(4),BA060000106,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
189,4-032 충무로역,BA060000108,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
190,4-034 명동역,BA060000109,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
191,4-038 서울역(4),BA060000111,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
192,4-042 삼각지역,BA060000113,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
193,4-048 동작역,BA060000116,승강장안전선 타일개선,승강장 안전선 타일,,,20200102,20241231,193280000,,
